ROM DataFile Version : 1.1
ALJUR .COD¬aljur¬¬¬./qp.exe¬MAME Elektronika BK 0010 -SOFTLIST bk0010¬<unknown>¬19??¬¬¬¬¬usage:Load file ALJUR .COD inside the Monitor¬0¬1¬<IPS>¬</IPS>¬¬¬
RTYPE¬rtype¬¬¬./qp.exe¬MAME Elektronika BK 0010 -SOFTLIST bk0010¬<unknown>¬19??¬¬¬¬¬usage:Load file RTYPE inside the Monitor¬0¬1¬<IPS>¬</IPS>¬¬¬
RTYPE1.LAB¬rtype1¬¬¬./qp.exe¬MAME Elektronika BK 0010 -SOFTLIST bk0010¬<unknown>¬19??¬¬¬¬¬usage:Load file RTYPE1.LAB inside the Monitor¬0¬1¬<IPS>¬</IPS>¬¬¬
RTYPE2.LAB¬rtype2¬¬¬./qp.exe¬MAME Elektronika BK 0010 -SOFTLIST bk0010¬<unknown>¬19??¬¬¬¬¬usage:Load file RTYPE2.LAB inside the Monitor¬0¬1¬<IPS>¬</IPS>¬¬¬
SOKOBAN¬sokoban¬¬¬./qp.exe¬MAME Elektronika BK 0010 -SOFTLIST bk0010¬<unknown>¬19??¬¬¬¬¬usage:Load file SOKOBAN inside the Monitor¬0¬1¬<IPS>¬</IPS>¬¬¬
Stalker¬stalker¬¬¬./qp.exe¬MAME Elektronika BK 0010 -SOFTLIST bk0010¬<unknown>¬19??¬¬¬¬¬usage:Load file Stalker inside the Monitor¬0¬1¬<IPS>¬</IPS>¬¬¬
TETR3¬tetr3¬¬¬./qp.exe¬MAME Elektronika BK 0010 -SOFTLIST bk0010¬<unknown>¬19??¬¬¬¬¬usage:Load file TETR3 inside the Monitor¬0¬1¬<IPS>¬</IPS>¬¬¬
TETRIS¬tetris¬¬¬./qp.exe¬MAME Elektronika BK 0010 -SOFTLIST bk0010¬<unknown>¬19??¬¬¬¬¬usage:Load file TETRIS inside the Monitor¬0¬1¬<IPS>¬</IPS>¬¬¬
Tetro¬tetro¬¬¬./qp.exe¬MAME Elektronika BK 0010 -SOFTLIST bk0010¬<unknown>¬19??¬¬¬¬¬usage:Load file Tetro inside the Monitor¬0¬1¬<IPS>¬</IPS>¬¬¬
XONIX1¬xonix1¬¬¬./qp.exe¬MAME Elektronika BK 0010 -SOFTLIST bk0010¬<unknown>¬19??¬¬¬¬¬usage:Load file XONIX1 inside the Monitor¬0¬1¬<IPS>¬</IPS>¬¬¬
XONIX5¬xonix5¬¬¬./qp.exe¬MAME Elektronika BK 0010 -SOFTLIST bk0010¬<unknown>¬19??¬¬¬¬¬usage:Load file XONIX5 inside the Monitor¬0¬1¬<IPS>¬</IPS>¬¬¬
ZOOM¬zoom¬¬¬./qp.exe¬MAME Elektronika BK 0010 -SOFTLIST bk0010¬<unknown>¬19??¬¬¬¬¬usage:Load file ZOOM inside the Monitor¬0¬1¬<IPS>¬</IPS>¬¬¬
