ROM DataFile Version : 1.1
PENTIS¬pentis¬¬¬./qp.exe¬MAME Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
PERELET¬perelet¬¬¬./qp.exe¬MAME Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
REVERSI¬reversi¬¬¬./qp.exe¬MAME Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
REVERSI2¬reversi2¬¬¬./qp.exe¬MAME Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
RIKOSHET¬rikoshet¬¬¬./qp.exe¬MAME Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
ROCKER¬rocker¬¬¬./qp.exe¬MAME Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
SABOTEUR¬saboteur¬¬¬./qp.exe¬MAME Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
SHTURM_K¬shturmk¬¬¬./qp.exe¬MAME Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
SKACHKI¬skachki¬¬¬./qp.exe¬MAME Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
SNAKES¬snakes¬¬¬./qp.exe¬MAME Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
SPRINT¬sprint¬¬¬./qp.exe¬MAME Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
STAKAN¬stakan¬¬¬./qp.exe¬MAME Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
STAKAN2¬stakan2¬¬¬./qp.exe¬MAME Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
STAKAN3¬stakan3¬¬¬./qp.exe¬MAME Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
STARRID¬starrid¬¬¬./qp.exe¬MAME Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
STARWARS¬starwars¬¬¬./qp.exe¬MAME Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
TENNIS¬tennis¬¬¬./qp.exe¬MAME Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
TENNISDK¬tennisdk¬¬¬./qp.exe¬MAME Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
TETRIS¬tetris¬¬¬./qp.exe¬MAME Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
TORPATT¬torpatt¬¬¬./qp.exe¬MAME Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
UDAV¬udav¬¬¬./qp.exe¬MAME Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
VOLCANO¬volcano¬¬¬./qp.exe¬MAME Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
WAYP¬wayp¬¬¬./qp.exe¬MAME Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
XONIX¬xonix¬¬¬./qp.exe¬MAME Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
XONIXZM¬xonixzm¬¬¬./qp.exe¬MAME Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
Xonix (Micron)¬xonmicr¬¬¬./qp.exe¬MAME Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass¬Micron¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
Z-Stanciya¬zstanciy¬¬¬./qp.exe¬MAME Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass¬SNP¬1987¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
Mikrosha BASIC¬basic¬¬¬./qp.exe¬MAME Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
Disassembler Mikron¬disasm¬¬¬./qp.exe¬MAME Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
